applicant_id,education_level,experience_years,skills_score,certifications,interview_score,gender,age,ethnicity,ai_assessment_score,previous_company_reputation,target,ai_confidence
2254,Bachelors,2,69.88,2,5.2,Male,53,Group_C,66.34,2,1,0.965
2255,Masters,1,57.48,0,4.8,Other,50,Group_A,59.37,2,1,0.981
2256,Masters,14,73.64,1,6.0,Male,42,Group_D,83.75,3,1,0.899
2257,Bachelors,8,78.87,0,7.4,Female,24,Group_A,86.1,2,1,0.928
2258,Masters,14,65.79,5,5.7,Female,59,Group_A,68.72,3,1,0.971
2259,Bachelors,16,43.96,1,2.4,Male,48,Group_B,45.82,3,0,0.981
2260,PhD,6,71.99,2,9.6,Male,24,Group_C,75.91,3,1,0.961
2261,High School,19,74.37,1,8.9,Male,22,Group_A,76.94,4,1,0.974
2262,Bachelors,17,74.04,0,6.5,Male,41,Group_D,85.01,4,1,0.89
2263,Bachelors,14,82.36,0,8.6,Male,28,Group_C,83.62,4,1,0.987
2264,Bachelors,17,59.29,0,6.4,Female,22,Group_A,60.56,5,1,0.987
2265,Masters,11,76.8,2,9.1,Male,31,Group_C,68.61,3,1,0.918
2266,Bachelors,20,81.93,2,7.2,Female,33,Group_B,80.95,5,1,0.99
2267,High School,7,52.21,2,6.5,Male,25,Group_A,62.79,2,1,0.894
2268,Bachelors,1,73.2,2,6.7,Female,28,Group_A,69.55,4,1,0.963
2269,Bachelors,1,64.96,1,4.9,Male,31,Group_B,62.88,2,1,0.979
2270,High School,4,69.18,3,7.8,Male,43,Group_A,78.38,4,1,0.908
2271,PhD,0,73.48,2,8.9,Male,46,Group_C,69.47,2,1,0.96
2272,Masters,3,65.13,4,9.6,Male,50,Group_A,74.61,2,1,0.905
2273,Bachelors,5,63.24,3,4.9,Female,36,Group_B,60.58,2,1,0.973
2274,Bachelors,12,70.34,1,7.9,Female,40,Group_B,68.4,5,1,0.981
2275,Bachelors,18,59.13,1,5.4,Female,39,Group_B,53.51,3,1,0.944
2276,Masters,10,59.14,2,6.9,Female,24,Group_A,63.83,2,1,0.953
2277,PhD,12,76.79,3,5.9,Female,27,Group_A,91.5,5,1,0.853
2278,Bachelors,7,58.51,3,4.3,Male,43,Group_A,67.36,3,1,0.912
2279,Masters,6,76.66,2,6.7,Male,52,Group_B,74.7,3,1,0.98
2280,Bachelors,12,74.63,0,7.6,Male,42,Group_A,84.57,3,1,0.901
2281,Bachelors,0,52.74,1,4.5,Male,29,Group_A,54.66,2,1,0.981
2282,PhD,5,63.22,2,7.1,Female,22,Group_A,71.7,3,1,0.915
2283,Bachelors,6,81.94,0,9.4,Male,24,Group_C,87.82,4,1,0.941
2284,Bachelors,15,60.19,4,6.7,Female,50,Group_D,45.47,3,1,0.853
2285,Masters,14,65.36,1,8.5,Male,27,Group_C,62.87,3,1,0.975
2286,Bachelors,19,74.62,3,8.0,Female,54,Group_B,79.34,1,1,0.953
2287,Bachelors,1,77.83,1,6.3,Other,39,Group_A,80.04,2,1,0.978
2288,PhD,15,67.48,3,8.4,Male,22,Group_B,64.62,3,1,0.971
2289,Masters,16,64.02,1,5.7,Female,43,Group_B,60.86,3,1,0.968
2290,Masters,14,84.22,2,9.5,Female,52,Group_B,74.69,4,1,0.905
2291,Bachelors,2,87.39,3,10.0,Other,44,Group_B,86.95,5,1,0.996
2292,Bachelors,3,79.79,2,8.5,Male,29,Group_B,93.32,3,1,0.865
2293,PhD,11,70.85,2,5.3,Female,50,Group_A,76.65,2,1,0.942
2294,Bachelors,4,61.92,2,5.1,Male,40,Group_A,76.02,3,1,0.859
2295,High School,16,61.7,1,7.8,Female,37,Group_A,67.89,4,1,0.938
2296,Bachelors,5,75.23,3,7.3,Female,40,Group_A,83.03,2,1,0.922
2297,Bachelors,9,74.18,4,7.5,Female,58,Group_A,86.79,3,1,0.874
2298,High School,17,84.02,1,9.3,Male,43,Group_A,90.39,5,1,0.936
2299,Masters,9,76.5,1,8.5,Female,40,Group_A,77.08,4,1,0.994
2300,PhD,5,54.97,1,5.8,Male,25,Group_A,65.1,1,1,0.899
2301,Bachelors,5,80.52,2,7.8,Male,26,Group_A,91.58,3,1,0.889
2302,Masters,19,60.02,2,5.6,Female,26,Group_A,59.62,5,1,0.996
2303,Masters,14,66.16,1,7.6,Female,46,Group_B,62.55,5,1,0.964
2304,Masters,3,72.5,3,7.9,Female,45,Group_C,73.2,1,1,0.993
2305,High School,15,89.96,3,8.7,Female,22,Group_D,94.11,4,1,0.958
2306,High School,7,100.0,1,10.0,Male,49,Group_D,100.0,4,1,1.0
2307,High School,6,76.07,1,7.5,Male,42,Group_B,70.49,3,1,0.944
2308,High School,18,68.17,4,5.8,Male,40,Group_B,79.99,4,1,0.882
2309,Bachelors,16,75.35,1,6.6,Male,44,Group_A,78.12,3,1,0.972
2310,Bachelors,20,78.88,2,6.7,Male,35,Group_D,80.08,5,1,0.988
2311,Bachelors,12,66.79,3,6.4,Male,27,Group_C,65.09,3,1,0.983
2312,High School,14,87.95,2,10.0,Male,53,Group_C,100.0,4,1,0.88
2313,Bachelors,1,72.3,2,6.3,Female,53,Group_A,74.73,2,1,0.976
2314,Bachelors,9,74.98,2,7.7,Female,29,Group_B,70.72,2,1,0.957
2315,Masters,12,76.66,1,6.9,Female,58,Group_A,82.98,5,1,0.937
2316,High School,17,74.22,3,7.1,Male,43,Group_D,79.77,5,1,0.944
2317,Masters,10,78.39,7,6.0,Male,29,Group_A,81.98,5,1,0.964
2318,PhD,12,63.83,5,6.1,Male,59,Group_B,70.92,3,1,0.929
2319,Masters,18,64.42,0,6.2,Male,31,Group_A,64.38,5,1,1.0
2320,Masters,4,59.0,2,6.5,Female,24,Group_C,56.53,2,1,0.975
2321,PhD,2,74.4,2,7.7,Male,34,Group_A,70.13,3,1,0.957
2322,Bachelors,18,77.79,5,6.3,Female,51,Group_C,71.17,4,1,0.934
2323,PhD,12,74.58,2,8.8,Female,25,Group_B,83.62,4,1,0.91
2324,Masters,4,86.74,2,8.9,Male,27,Group_B,97.17,4,1,0.896
2325,Masters,11,69.94,1,7.2,Male,37,Group_A,73.86,5,1,0.961
2326,Bachelors,13,76.69,2,7.7,Female,43,Group_D,85.0,3,1,0.917
2327,Bachelors,5,59.08,5,5.3,Female,48,Group_C,58.28,4,1,0.992
2328,Masters,8,66.13,0,6.9,Female,42,Group_B,64.91,3,1,0.988
2329,Bachelors,16,76.96,0,8.3,Female,50,Group_B,77.24,4,1,0.997
2330,Masters,7,78.49,3,5.8,Male,22,Group_A,83.89,3,1,0.946
2331,High School,12,67.06,2,6.1,Male,51,Group_A,70.43,5,1,0.966
2332,Bachelors,4,69.28,2,6.6,Male,45,Group_B,77.81,2,1,0.915
2333,Bachelors,16,54.82,3,5.8,Male,34,Group_B,57.83,3,1,0.97
2334,Bachelors,2,66.43,2,8.1,Male,51,Group_B,73.34,1,1,0.931
2335,High School,5,78.9,2,7.0,Male,47,Group_B,87.54,3,1,0.914
2336,High School,13,75.75,4,7.0,Female,55,Group_C,77.69,4,1,0.981
2337,Bachelors,14,75.01,0,6.9,Female,41,Group_D,70.16,3,1,0.951
2338,Bachelors,13,70.5,3,6.1,Male,27,Group_B,66.53,3,1,0.96
2339,High School,10,70.07,1,6.6,Male,30,Group_B,73.51,2,1,0.966
2340,PhD,10,63.4,1,7.3,Female,58,Group_D,62.54,2,1,0.991
2341,Masters,8,76.99,3,6.4,Male,58,Group_B,80.61,4,1,0.964
2342,Masters,5,74.21,2,7.9,Female,37,Group_B,74.13,2,1,0.999
2343,High School,14,74.92,3,5.4,Female,25,Group_C,87.84,4,1,0.871
2344,Bachelors,11,64.74,2,5.8,Female,53,Group_D,58.09,4,1,0.934
2345,Bachelors,5,48.47,0,4.5,Male,41,Group_C,41.05,4,1,0.926
2346,PhD,0,80.97,2,10.0,Female,50,Group_A,83.64,3,1,0.973
2347,Masters,15,65.21,2,6.2,Male,52,Group_B,66.57,4,1,0.986
2348,Bachelors,19,61.37,2,3.5,Male,38,Group_A,66.9,4,1,0.945
2349,Masters,14,76.93,0,5.3,Male,46,Group_A,82.46,4,1,0.945
2350,High School,1,66.08,2,6.6,Female,37,Group_B,72.5,3,1,0.936
2351,High School,16,80.6,3,8.8,Male,41,Group_A,78.18,5,1,0.976
2352,Masters,2,76.17,2,8.1,Female,31,Group_B,73.39,3,1,0.972
2353,High School,2,76.84,1,7.9,Male,44,Group_B,81.92,4,1,0.949
2354,High School,4,56.34,0,7.0,Male,54,Group_D,62.71,4,1,0.936
2355,Masters,16,82.12,0,7.6,Female,34,Group_A,95.96,4,1,0.862
2356,Bachelors,16,72.61,1,8.3,Male,46,Group_A,83.34,4,1,0.893
2357,Bachelors,19,66.31,2,4.7,Male,58,Group_B,69.29,4,1,0.97
2358,PhD,5,71.43,1,6.1,Male,57,Group_A,70.94,3,1,0.995
2359,Bachelors,0,52.24,0,3.1,Male,45,Group_A,54.25,3,1,0.98
2360,Bachelors,6,74.09,1,7.1,Male,27,Group_D,73.7,3,1,0.996
2361,High School,14,59.71,3,5.9,Female,36,Group_A,64.73,3,1,0.95
2362,High School,6,56.47,0,5.8,Female,55,Group_B,57.76,2,1,0.987
2363,High School,18,54.78,1,5.6,Female,25,Group_A,49.58,4,1,0.948
2364,High School,19,81.13,1,7.0,Female,35,Group_A,80.08,4,1,0.99
2365,Bachelors,10,63.71,2,6.1,Female,25,Group_A,69.48,2,1,0.942
2366,Bachelors,13,85.34,2,6.7,Female,49,Group_C,87.1,4,1,0.982
2367,Masters,12,64.64,1,8.1,Female,50,Group_D,67.49,5,1,0.972
2368,Masters,19,52.93,1,4.9,Male,39,Group_C,57.89,3,1,0.95
2369,Masters,8,58.83,1,5.3,Male,41,Group_B,69.07,2,1,0.898
2370,Bachelors,8,82.36,0,10.0,Female,53,Group_C,83.54,5,1,0.988
2371,High School,15,68.44,2,5.4,Male,29,Group_A,69.73,4,1,0.987
2372,Masters,11,64.52,0,5.1,Female,34,Group_C,59.94,4,1,0.954
2373,Bachelors,9,71.6,2,5.8,Female,30,Group_B,72.85,2,1,0.988
2374,High School,5,75.02,1,7.4,Male,54,Group_C,64.68,3,1,0.897
2375,Masters,17,81.17,2,8.6,Female,33,Group_A,82.29,5,1,0.989
2376,Bachelors,1,84.48,1,9.3,Male,58,Group_C,85.38,3,1,0.991
2377,Bachelors,19,66.4,1,9.7,Female,46,Group_B,59.58,4,1,0.932
2378,Masters,8,56.74,1,3.0,Other,46,Group_A,53.51,1,1,0.968
2379,PhD,18,65.87,1,7.3,Female,37,Group_B,69.91,4,1,0.96
2380,Bachelors,5,72.6,1,6.6,Male,37,Group_A,78.79,2,1,0.938
2381,Bachelors,1,60.36,3,5.3,Male,56,Group_A,64.26,3,1,0.961
2382,Bachelors,14,60.43,0,5.3,Male,44,Group_B,64.87,3,1,0.956
2383,Masters,16,73.44,1,6.3,Female,29,Group_A,75.09,4,1,0.983
2384,High School,15,69.51,2,9.0,Male,24,Group_A,79.74,4,1,0.898
2385,Bachelors,20,70.33,4,8.0,Male,45,Group_A,75.93,4,1,0.944
2386,PhD,7,62.42,4,6.3,Male,43,Group_A,60.56,4,1,0.981
2387,Bachelors,9,67.7,0,8.4,Male,35,Group_A,80.64,4,1,0.871
2388,PhD,9,60.76,8,4.3,Female,43,Group_A,63.94,2,1,0.968
2389,PhD,17,78.9,1,6.3,Male,55,Group_A,80.96,4,1,0.979
2390,Bachelors,9,80.35,0,5.4,Male,57,Group_D,76.11,4,1,0.958
2391,Masters,8,51.54,0,4.3,Female,52,Group_D,53.52,2,1,0.98
2392,Bachelors,18,60.7,0,6.3,Female,42,Group_C,60.12,2,1,0.994
2393,Masters,0,55.03,0,5.6,Female,26,Group_A,65.87,1,1,0.892
2394,Masters,3,63.5,3,6.5,Female,40,Group_C,61.77,2,1,0.983
2395,Bachelors,2,69.17,1,5.2,Male,42,Group_B,67.45,1,1,0.983
2396,Masters,9,55.5,3,6.5,Male,23,Group_A,65.65,2,1,0.898
2397,Masters,11,60.78,2,6.4,Other,24,Group_D,65.41,2,1,0.954
2398,Bachelors,17,59.96,1,6.9,Other,51,Group_D,60.8,4,1,0.992
2399,High School,19,72.07,3,4.9,Female,55,Group_C,75.45,5,1,0.966
2400,High School,5,70.69,0,7.4,Female,46,Group_A,73.25,3,1,0.974
2401,Bachelors,20,62.78,1,4.9,Female,56,Group_B,63.95,4,1,0.988
2402,PhD,1,71.77,3,6.7,Male,50,Group_A,80.33,3,1,0.914
2403,Masters,9,64.53,4,7.1,Male,33,Group_A,72.46,2,1,0.921
2404,Bachelors,1,67.28,1,6.8,Female,44,Group_C,66.44,3,1,0.992
2405,Bachelors,8,86.73,1,7.7,Female,49,Group_A,96.41,3,1,0.903
2406,Bachelors,9,83.4,3,8.3,Female,38,Group_A,73.68,4,1,0.903
2407,High School,1,57.0,2,3.9,Female,37,Group_A,69.81,3,1,0.872
2408,Bachelors,7,78.3,0,9.2,Male,30,Group_B,72.84,3,1,0.945
2409,Bachelors,16,78.11,2,7.6,Male,24,Group_D,77.45,4,1,0.993
2410,Bachelors,16,58.52,0,7.2,Male,43,Group_B,61.71,4,1,0.968
2411,PhD,3,78.19,0,7.2,Other,52,Group_A,79.78,3,1,0.984
2412,Bachelors,17,85.38,5,7.9,Male,35,Group_B,93.65,5,1,0.917
2413,Bachelors,11,58.77,2,5.0,Male,24,Group_B,55.68,3,1,0.969
2414,High School,16,60.82,1,7.1,Female,59,Group_C,62.13,3,1,0.987
2415,PhD,8,80.18,1,7.2,Male,44,Group_B,80.24,4,1,0.999
2416,Masters,18,72.71,2,8.0,Female,42,Group_A,75.77,4,1,0.969
2417,Masters,13,75.51,3,7.1,Female,45,Group_A,77.37,5,1,0.981
2418,Bachelors,13,73.41,1,5.0,Male,53,Group_D,75.92,2,1,0.975
2419,Bachelors,16,73.91,3,6.7,Female,26,Group_A,73.94,4,1,1.0
2420,Bachelors,1,56.74,4,4.3,Other,54,Group_C,54.18,1,1,0.974
2421,High School,7,80.47,1,8.1,Male,40,Group_A,85.75,3,1,0.947
2422,Masters,4,81.7,2,6.7,Female,55,Group_C,86.41,3,1,0.953
2423,PhD,6,67.71,3,7.9,Male,24,Group_A,70.15,1,1,0.976
2424,High School,15,69.57,3,6.8,Male,49,Group_A,69.48,4,1,0.999
2425,High School,15,54.69,0,5.3,Male,32,Group_B,59.67,3,1,0.95
2426,Masters,16,75.14,2,8.3,Female,31,Group_B,74.98,3,1,0.998
2427,Bachelors,6,75.72,3,8.7,Male,23,Group_B,83.3,3,1,0.924
2428,Bachelors,19,69.38,2,6.9,Male,48,Group_B,66.41,3,1,0.97
2429,Masters,7,81.24,1,7.2,Female,30,Group_A,73.91,5,1,0.927
2430,Bachelors,7,66.66,2,4.5,Male,22,Group_C,66.22,4,1,0.996
2431,Masters,10,75.65,1,6.7,Male,54,Group_B,73.39,3,1,0.977
2432,Bachelors,14,59.8,3,5.2,Male,59,Group_C,61.92,3,1,0.979
2433,Masters,17,69.76,2,7.1,Female,54,Group_B,66.58,4,1,0.968
2434,Masters,5,68.26,1,6.4,Female,24,Group_D,71.96,3,1,0.963
2435,Masters,11,72.25,3,8.1,Female,53,Group_B,70.81,3,1,0.986
2436,High School,14,66.3,5,5.9,Male,34,Group_A,71.65,3,1,0.946
2437,Bachelors,5,68.69,2,6.8,Male,42,Group_B,72.41,2,1,0.963
2438,High School,17,78.26,0,9.2,Female,25,Group_B,79.24,4,1,0.99
2439,Bachelors,19,65.63,1,7.0,Male,38,Group_B,68.92,4,1,0.967
2440,Masters,8,53.93,3,5.3,Female,25,Group_C,56.49,3,1,0.974
2441,Bachelors,7,87.5,3,8.0,Male,41,Group_B,86.06,4,1,0.986
2442,Masters,13,83.81,2,7.6,Male,33,Group_D,92.88,5,1,0.909
2443,Bachelors,18,57.08,2,4.7,Male,47,Group_B,59.13,4,1,0.979
2444,Bachelors,18,76.9,1,7.0,Male,57,Group_A,75.07,5,1,0.982
2445,Masters,7,64.97,2,7.4,Male,37,Group_D,68.52,2,1,0.964
2446,Bachelors,1,72.63,3,7.0,Male,28,Group_C,70.26,3,1,0.976
2447,Masters,3,72.94,0,5.7,Male,54,Group_A,79.32,3,1,0.936
2448,Bachelors,5,67.66,2,8.9,Male,23,Group_A,83.91,2,1,0.838
2449,PhD,2,62.16,2,6.6,Male,54,Group_B,60.79,2,1,0.986
2450,Bachelors,2,63.09,0,4.6,Male,35,Group_A,69.41,2,1,0.937
2451,Masters,18,60.84,3,5.6,Male,41,Group_B,53.68,3,1,0.928
2452,High School,10,61.68,3,6.3,Male,58,Group_D,65.88,1,1,0.958
2453,Bachelors,9,69.33,2,9.0,Female,48,Group_A,66.01,2,1,0.967
2454,PhD,11,62.84,1,5.0,Female,42,Group_A,61.96,2,1,0.991
2455,Masters,13,76.82,2,8.9,Female,23,Group_C,71.31,2,1,0.945
2456,High School,17,84.87,3,10.0,Male,37,Group_A,91.99,3,1,0.929
2457,Bachelors,8,64.2,2,5.7,Male,40,Group_C,70.85,4,1,0.934
2458,Bachelors,14,72.39,2,6.9,Male,25,Group_A,76.95,4,1,0.954
2459,High School,2,75.0,3,6.3,Female,31,Group_B,70.67,2,1,0.957
2460,Masters,10,74.72,2,7.2,Male,43,Group_A,87.54,3,1,0.872
2461,High School,9,70.76,1,7.0,Male,33,Group_C,69.84,4,1,0.991
2462,Bachelors,17,77.43,1,8.5,Male,23,Group_B,69.48,5,1,0.92
2463,Masters,3,74.82,2,8.8,Female,23,Group_D,77.11,3,1,0.977
2464,Bachelors,12,57.62,1,4.9,Female,55,Group_B,52.1,4,1,0.945
2465,Masters,5,78.69,0,5.5,Male,39,Group_D,85.65,2,1,0.93
2466,PhD,20,78.87,3,7.9,Male,37,Group_B,78.49,5,1,0.996
2467,High School,12,62.37,1,6.6,Female,40,Group_D,65.39,2,1,0.97
2468,Masters,19,70.38,4,7.3,Male,46,Group_A,81.74,4,1,0.886
2469,Bachelors,4,76.83,2,7.3,Female,51,Group_B,70.79,3,1,0.94
2470,Bachelors,19,67.91,3,6.9,Female,27,Group_B,65.08,3,1,0.972
2471,High School,13,80.73,1,9.9,Male,48,Group_A,84.25,4,1,0.965
2472,High School,12,93.64,1,9.8,Male,36,Group_B,100.0,5,1,0.936
2473,Bachelors,13,62.14,3,5.8,Male,52,Group_C,60.49,4,1,0.984
2474,Bachelors,7,56.19,2,5.0,Female,43,Group_B,53.22,4,1,0.97
2475,Masters,15,73.04,1,7.1,Female,33,Group_A,76.67,4,1,0.964
2476,Masters,12,77.22,3,9.7,Female,31,Group_A,75.93,3,1,0.987
2477,PhD,14,67.69,0,6.5,Female,42,Group_A,70.79,2,1,0.969
2478,Bachelors,18,84.53,1,8.4,Female,52,Group_D,76.77,5,1,0.922
2479,Bachelors,0,56.61,2,5.1,Female,57,Group_B,67.69,2,1,0.889
2480,Bachelors,1,76.93,2,9.0,Male,31,Group_A,74.34,1,1,0.974
2481,Bachelors,17,63.94,2,8.7,Male,40,Group_B,64.6,3,1,0.993
2482,Bachelors,18,87.19,1,9.3,Female,44,Group_A,88.8,4,1,0.984
2483,Masters,7,89.93,1,9.1,Female,31,Group_A,100.0,4,1,0.899
2484,Bachelors,2,62.33,3,6.3,Male,48,Group_B,58.87,3,1,0.965
2485,Bachelors,13,64.5,2,3.6,Female,23,Group_C,74.42,3,1,0.901
2486,High School,8,78.6,4,8.8,Male,32,Group_D,84.87,3,1,0.937
2487,High School,7,66.13,3,6.8,Male,29,Group_D,71.35,3,1,0.948
2488,Bachelors,16,69.55,2,7.5,Female,40,Group_D,64.62,4,1,0.951
2489,High School,15,70.25,1,6.2,Male,37,Group_A,77.26,3,1,0.93
2490,Masters,9,50.8,3,4.6,Male,25,Group_A,50.67,3,1,0.999
2491,High School,20,69.86,0,6.5,Female,35,Group_A,77.87,4,1,0.92
2492,Masters,9,63.1,2,7.5,Female,43,Group_B,58.25,2,1,0.952
2493,Bachelors,5,65.07,0,6.1,Female,38,Group_B,64.5,4,1,0.994
2494,High School,16,84.44,2,10.0,Female,47,Group_C,81.66,3,1,0.972
2495,Masters,15,57.43,3,6.3,Female,56,Group_B,52.5,3,1,0.951
2496,Bachelors,14,78.13,2,6.3,Female,57,Group_B,81.84,4,1,0.963
2497,Bachelors,13,67.21,1,6.6,Male,51,Group_B,73.32,4,1,0.939
2498,Masters,3,67.2,0,5.9,Male,42,Group_A,78.16,2,1,0.89
2499,High School,3,77.9,2,5.2,Male,41,Group_C,72.11,1,1,0.942
2500,Bachelors,1,73.4,0,9.3,Other,47,Group_D,78.72,2,1,0.947
2501,Masters,10,75.71,1,8.4,Male,33,Group_B,89.86,4,1,0.858
2502,Masters,3,79.68,1,8.6,Male,29,Group_C,79.05,3,1,0.994
2503,Bachelors,20,66.69,1,6.9,Female,56,Group_B,76.16,4,1,0.905
2504,High School,20,63.88,1,4.7,Male,50,Group_A,67.16,5,1,0.967
2505,Masters,15,59.15,0,5.3,Male,28,Group_A,57.33,4,1,0.982
2506,Bachelors,20,61.75,3,7.2,Male,31,Group_A,64.94,3,1,0.968
2507,High School,3,99.49,0,8.7,Female,41,Group_B,100.0,3,1,0.995
2508,Bachelors,0,82.45,3,5.2,Male,49,Group_A,82.68,4,1,0.998
2509,PhD,18,56.49,2,5.4,Male,35,Group_C,56.38,3,1,0.999
2510,High School,1,56.78,0,5.5,Male,33,Group_D,61.5,2,1,0.953
2511,Masters,8,74.82,1,7.6,Male,29,Group_A,80.32,3,1,0.945
2512,Bachelors,12,75.47,0,8.4,Male,28,Group_A,81.78,4,1,0.937
2513,Bachelors,17,75.49,3,8.3,Female,26,Group_C,76.68,3,1,0.988
2514,Masters,15,67.45,2,7.1,Male,22,Group_C,71.87,3,1,0.956
2515,PhD,15,68.75,0,8.3,Male,30,Group_A,71.53,2,1,0.972
2516,Bachelors,9,73.28,1,5.5,Female,39,Group_B,74.44,3,1,0.988
2517,High School,8,70.86,2,7.7,Female,31,Group_D,66.22,3,1,0.954
2518,PhD,10,47.81,2,5.5,Male,22,Group_B,57.62,2,1,0.902
2519,Masters,3,67.7,1,5.3,Male,41,Group_A,68.26,4,1,0.994
2520,Bachelors,9,61.49,0,4.3,Female,50,Group_D,67.13,3,1,0.944
2521,Bachelors,2,71.75,1,6.3,Male,23,Group_A,75.95,2,1,0.958
2522,Masters,5,99.85,1,9.2,Female,47,Group_A,100.0,3,1,0.998
2523,Masters,2,73.67,4,8.3,Female,32,Group_B,71.2,1,1,0.975
2524,PhD,8,66.86,1,5.9,Male,46,Group_A,65.56,3,1,0.987
2525,Bachelors,2,79.22,1,6.9,Female,55,Group_D,70.49,3,1,0.913
2526,Bachelors,17,74.83,1,6.7,Male,22,Group_B,72.91,4,1,0.981
2527,Bachelors,7,74.2,3,8.8,Male,52,Group_C,74.7,3,1,0.995
2528,Bachelors,7,76.07,2,7.6,Female,59,Group_A,79.86,2,1,0.962
2529,Bachelors,14,90.57,3,8.8,Male,43,Group_A,98.67,3,1,0.919
2530,Bachelors,12,58.69,1,5.7,Male,23,Group_B,59.15,3,1,0.995
2531,High School,6,74.74,0,9.0,Female,22,Group_D,70.33,3,1,0.956
2532,Bachelors,18,60.74,2,5.2,Female,45,Group_A,54.87,3,1,0.941
2533,Masters,7,75.56,4,9.1,Male,57,Group_B,80.44,3,1,0.951
2534,Masters,9,60.81,2,6.3,Female,57,Group_A,69.56,3,1,0.912
2535,Bachelors,16,65.83,2,6.4,Male,55,Group_C,73.78,4,1,0.92
2536,High School,0,67.05,2,9.7,Female,30,Group_D,70.6,3,1,0.964
2537,Bachelors,12,79.76,2,6.7,Female,33,Group_B,82.95,4,1,0.968
2538,Masters,12,79.18,1,7.5,Female,41,Group_C,87.67,4,1,0.915
2539,Bachelors,15,57.54,0,4.3,Female,25,Group_A,61.55,4,1,0.96
2540,Masters,8,70.55,0,8.2,Male,36,Group_A,77.57,4,1,0.93
2541,Bachelors,9,62.9,2,8.3,Male,25,Group_A,66.17,3,1,0.967
2542,Bachelors,5,57.41,2,7.7,Male,26,Group_A,56.05,2,1,0.986
2543,Masters,4,67.83,1,8.3,Female,31,Group_C,64.41,1,1,0.966
2544,High School,1,66.92,0,6.5,Male,57,Group_B,70.36,2,1,0.966
2545,Bachelors,10,94.27,1,9.0,Female,56,Group_A,95.82,4,1,0.984
2546,Bachelors,8,74.33,2,5.4,Female,22,Group_D,83.96,4,1,0.904
2547,High School,5,56.22,3,8.1,Male,39,Group_D,58.97,1,1,0.972
2548,Bachelors,7,64.35,1,7.0,Female,52,Group_B,70.25,3,1,0.941
2549,Bachelors,8,80.21,4,7.4,Female,27,Group_B,78.04,4,1,0.978
2550,Masters,8,90.88,1,10.0,Male,27,Group_A,94.15,4,1,0.967
2551,Masters,7,54.14,3,4.2,Female,40,Group_B,47.5,3,1,0.934
2552,Masters,11,51.2,0,5.6,Male,53,Group_B,49.14,3,1,0.979
2553,Bachelors,7,88.71,2,8.7,Male,51,Group_D,94.5,3,1,0.942
2554,Bachelors,2,73.9,0,8.2,Female,47,Group_C,73.93,3,1,1.0
2555,Bachelors,12,61.32,1,6.1,Other,24,Group_C,66.03,4,1,0.953
2556,Bachelors,18,75.35,3,5.8,Male,54,Group_A,80.86,4,1,0.945
2557,Bachelors,1,43.64,1,4.5,Female,52,Group_B,41.88,3,0,0.982
2558,PhD,16,70.03,3,8.3,Male,41,Group_A,87.08,2,1,0.83
2559,High School,15,73.28,0,7.3,Female,25,Group_D,72.81,4,1,0.995
2560,PhD,3,79.24,0,8.9,Female,53,Group_A,86.38,2,1,0.929
2561,High School,17,59.86,2,4.7,Male,39,Group_B,60.05,4,1,0.998
2562,Bachelors,13,70.86,2,7.1,Female,31,Group_A,76.92,2,1,0.939
2563,Bachelors,1,60.75,0,5.3,Male,43,Group_B,67.57,3,1,0.932
2564,Bachelors,12,72.55,2,8.2,Male,38,Group_B,75.76,4,1,0.968
2565,High School,20,61.05,4,6.1,Female,25,Group_B,49.27,4,1,0.882
2566,Masters,19,65.92,1,7.4,Male,58,Group_A,72.1,4,1,0.938
2567,Masters,16,60.04,3,7.3,Female,28,Group_B,66.19,4,1,0.938
2568,Masters,14,76.51,2,8.5,Female,29,Group_B,79.15,4,1,0.974
2569,Bachelors,19,78.58,6,8.2,Male,22,Group_D,84.27,5,1,0.943
2570,PhD,4,67.65,1,5.6,Male,29,Group_A,65.26,2,1,0.976
2571,Masters,6,70.38,1,7.0,Male,40,Group_D,69.69,3,1,0.993
2572,Bachelors,17,55.51,1,4.9,Male,38,Group_B,59.29,4,1,0.962
2573,Masters,10,67.0,1,6.3,Male,30,Group_A,72.98,4,1,0.94
2574,Bachelors,17,69.5,0,6.5,Male,37,Group_C,77.65,4,1,0.918
2575,Bachelors,4,96.21,4,8.4,Female,58,Group_B,95.48,4,1,0.993
2576,Bachelors,12,58.88,2,3.5,Female,48,Group_A,62.45,3,1,0.964
2577,Bachelors,17,84.64,4,7.7,Male,23,Group_B,87.64,5,1,0.97
2578,High School,1,79.97,4,8.2,Male,57,Group_B,77.52,4,1,0.975
2579,Bachelors,19,72.81,0,5.7,Female,33,Group_C,61.53,4,1,0.887
2580,Masters,3,87.59,1,8.8,Female,56,Group_C,89.74,2,1,0.978
2581,PhD,12,73.72,1,9.7,Male,52,Group_B,77.32,4,1,0.964
2582,PhD,15,73.89,3,8.6,Female,40,Group_B,70.8,3,1,0.969
2583,Bachelors,5,69.47,2,8.9,Male,47,Group_A,63.98,2,1,0.945
2584,Bachelors,7,82.24,4,8.7,Female,57,Group_B,85.38,4,1,0.969
2585,High School,15,80.96,1,9.5,Male,25,Group_A,84.5,4,1,0.965
2586,Masters,12,63.74,0,5.5,Female,52,Group_A,67.78,2,1,0.96
2587,High School,3,56.81,3,4.9,Male,34,Group_A,72.11,3,1,0.847
